0.33799,0.33799,15,10,10,11,11,11,15,15,15,5,5,14,9,8,15,10,9,9,8,7,8,7,6,6,10,15,15,15,15,15,15,25,25,25,4,4,24,24,21,16,24,24,8,4,5,3,3,7,3,3,3,1,1,1,10,10,10,4,4,4,2,6,6,1,6,6,17,22,17,22,17,17,3,1,3,1,1,1,24,24,24,24,24,24
1,1,53,69,63,15,9,54,73,67,68,23,20,45,55,60,72,51,18,52,27,41,24,37,6,33,32,13,49,64,29,61,17,74,75,8,19,47,76,77,2,11,78,79,28,42,65,34,70,14,31,71,57,21,50,36,58,38,1,56,62,22,59,43,12,26,46,30,25,16,3,5,48,40,7,35,44,66,39,10,80,81,82,83,84,4
1,1,47,64,21,20,17,16,61,35,68,15,39,9,32,2,73,66,43,18,34,25,26,57,44,19,46,23,22,41,14,71,60,75,10,74,36,42,76,77,7,6,78,79,53,52,55,72,67,28,13,54,31,65,63,40,69,50,48,45,33,58,30,29,37,4,70,24,27,3,49,12,5,8,51,11,38,56,59,62,80,81,82,83,84,1
0.33784,0.33784,23,17,17,1,1,1,23,23,23,13,13,17,18,14,23,17,18,18,14,8,14,8,2,2,17,23,17,23,23,23,23,20,20,20,10,5,25,25,21,16,25,25,14,5,13,9,9,4,9,9,9,3,3,3,17,17,17,5,5,5,7,2,2,3,2,2,11,16,11,16,11,11,9,3,9,3,3,3,25,25,25,25,25,25
1,1,46,62,43,18,37,11,61,57,70,35,29,47,54,69,73,63,39,34,26,56,12,20,19,33,5,41,45,72,27,66,52,9,75,74,24,17,76,77,4,2,78,79,50,67,58,31,14,16,68,55,51,65,60,8,64,59,21,53,1,71,13,38,22,48,28,23,6,10,15,7,30,25,49,44,40,42,36,32,80,81,82,83,84,3
1,1,4,60,38,48,6,62,43,37,39,17,27,63,14,13,33,42,70,9,71,11,24,49,61,26,58,55,44,8,74,73,67,66,15,75,21,45,76,77,7,5,78,79,72,54,64,36,65,32,35,23,16,53,25,3,12,30,22,57,46,40,28,69,56,68,47,29,41,34,19,10,1,18,20,59,52,50,51,31,80,81,82,83,84,2
4,60,38,48,6,62,43,37,39,17,27,63,14,13,33,42,70,9,71,11,24,49,61,26,58,55,44,8,74,73,67,66,15,75,21,45,76,77,7,5,78,79,72,54,64,36,65,32,35,23,16,53,25,3,12,30,22,57,46,40,28,69,56,68,47,29,41,34,19,10,1,18,20,59,52,50,51,31,80,81,82,83,84,2
0.35327,0.35327,10,5,5,12,11,11,10,10,10,14,14,5,9,8,10,5,9,9,8,7,8,7,6,2,5,10,10,10,10,10,10,20,20,20,4,4,24,24,21,16,24,24,8,4,14,3,3,7,3,3,3,13,1,1,5,5,5,4,4,4,2,2,2,13,2,2,17,22,17,22,17,17,3,1,3,13,1,13,24,24,24,24,24,24
1,1,39,41,14,21,11,23,73,60,71,44,65,12,32,26,68,62,30,47,16,40,50,38,22,31,56,72,55,5,59,37,67,75,10,74,33,9,76,77,2,6,78,79,58,20,25,52,64,1,13,35,54,27,69,61,45,49,57,66,53,70,43,17,48,42,29,46,3,18,28,7,15,19,36,8,63,24,51,34,80,81,82,83,84,4
1,1,62,46,10,33,49,12,57,27,9,59,51,43,14,13,67,60,17,19,68,45,2,72,52,40,42,34,65,74,73,71,56,75,70,1,39,21,76,77,4,8,78,79,48,35,44,55,26,3,66,25,41,31,69,54,50,30,32,28,11,29,20,58,5,64,53,63,7,22,18,6,47,23,36,37,24,38,16,61,80,81,82,83,84,15
0.33118,0.33118,10,5,5,12,11,11,10,10,10,8,9,5,9,8,10,5,9,9,8,13,8,13,6,6,5,10,10,10,10,10,10,19,19,19,4,4,25,25,21,16,25,25,8,4,9,3,3,7,3,3,3,1,1,1,5,5,5,4,4,4,2,6,6,1,6,6,23,22,23,22,23,23,3,1,3,1,1,1,25,25,25,25,25,25
1,1,46,49,27,23,13,37,22,62,68,50,69,52,33,72,61,21,47,67,24,19,16,64,3,39,15,57,1,18,65,70,73,74,4,75,36,25,76,77,8,9,78,79,34,71,11,41,60,31,26,59,45,56,63,55,35,44,66,48,58,38,14,30,54,20,53,28,32,12,7,2,51,17,29,40,6,42,10,43,80,81,82,83,84,5
1,1,46,60,24,40,13,7,73,44,6,45,36,55,18,70,31,72,58,49,8,47,34,53,59,22,66,16,32,67,57,69,52,74,75,5,30,14,76,77,10,4,78,79,61,11,19,64,1,26,68,54,23,29,20,25,56,50,3,62,63,35,21,65,42,51,71,15,37,2,9,28,48,43,41,33,38,27,39,12,80,81,82,83,84,17
NaN,NaN,46,60,24,40,13,7,73,44,6,45,36,55,18,70,31,72,58,49,8,47,34,53,59,22,66,16,32,67,57,69,52,74,75,5,30,14,76,77,10,4,78,79,61,11,19,64,1,26,68,54,23,29,20,25,56,50,3,62,63,35,21,65,42,51,71,15,37,2,9,28,48,43,41,33,38,27,39,12,80,81,82,83,84,17
NaN,NaN,46,60,24,40,13,7,73,44,6,45,36,55,18,70,31,72,58,49,8,47,34,53,59,22,66,16,32,67,57,69,52,74,75,5,30,14,76,77,10,4,78,79,61,11,19,64,1,26,68,54,23,29,20,25,56,50,3,62,63,35,21,65,42,51,71,15,37,2,9,28,48,43,41,33,38,27,39,12,80,81,82,83,84,17
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0.34484,0.34484,15,14,14,11,11,11,10,15,15,5,5,14,9,8,15,14,9,9,8,7,8,7,6,6,10,10,10,15,15,10,10,24,24,24,4,4,25,25,22,16,25,25,8,4,5,3,3,7,3,3,3,1,1,1,10,14,10,4,4,4,2,6,6,1,6,6,17,21,17,21,17,17,3,1,3,1,1,1,25,25,25,25,25,25,15,14,14,11,11,11,10,15,15,5,5,14,9,8,15,14,9,9,8,7,8,7,6,6,10,10,10,15,15,10,10,24,24,24,4,4,25,25,22,16,25,25,8,4,5,3,3,7,3,3,3,1,1,1,10,14,10,4,4,4,2,6,6,1,6,6,17,21,17,21,17,17,3,1,3,1,1,1,25,25,25,25,25,25
0.86688,0.86688,29,49,46,21,26,8,72,70,36,48,61,40,52,83,58,62,45,12,39,60,37,25,30,15,66,43,41,57,50,73,10,75,74,1,33,2,4,4,3,9,4,4,16,31,22,54,13,27,68,20,51,56,65,42,28,32,59,71,67,44,34,24,53,5,35,23,7,84,14,76,38,19,64,17,55,18,47,63,4,4,4,4,4,4,29,49,46,21,26,8,72,70,36,48,61,40,52,69,58,62,45,12,39,60,37,25,30,15,66,43,41,57,50,73,10,75,74,1,33,2,4,4,78,80,4,4,16,31,22,82,13,27,68,20,51,56,65,42,28,79,59,71,67,44,34,24,53,5,35,23,81,6,77,11,38,19,64,17,55,18,47,63,4,4,4,4,4,4
0.86688,0.86688,22,15,47,17,35,12,70,26,51,31,68,7,66,79,40,33,46,54,61,3,13,58,49,42,44,1,55,72,34,67,62,75,9,74,37,65,5,5,77,82,5,5,43,73,27,52,71,29,39,38,53,41,18,69,50,45,63,24,32,64,20,59,25,28,2,16,78,8,36,14,23,6,56,60,30,48,10,21,5,5,5,5,5,5,22,15,47,17,35,81,70,26,51,31,68,7,66,57,40,33,46,54,61,76,13,83,49,42,44,1,55,72,34,67,62,75,9,74,37,65,5,5,4,11,5,5,43,73,27,52,71,29,39,38,53,41,18,69,84,45,63,24,32,64,20,59,25,28,2,16,19,8,80,14,23,6,56,60,30,48,10,21,5,5,5,5,5,5
NaN,NaN,22,15,47,17,35,12,70,26,51,31,68,7,66,79,40,33,46,54,61,3,13,58,49,42,44,1,55,72,34,67,62,75,9,74,37,65,5,5,77,82,5,5,43,73,27,52,71,29,39,38,53,41,18,69,50,45,63,24,32,64,20,59,25,28,2,16,78,8,36,14,23,6,56,60,30,48,10,21,5,5,5,5,5,5,22,15,47,17,35,81,70,26,51,31,68,7,66,57,40,33,46,54,61,76,13,83,49,42,44,1,55,72,34,67,62,75,9,74,37,65,5,5,4,11,5,5,43,73,27,52,71,29,39,38,53,41,18,69,84,45,63,24,32,64,20,59,25,28,2,16,19,8,80,14,23,6,56,60,30,48,10,21,5,5,5,5,5,5
NaN,NaN,22,15,47,17,35,12,70,26,51,31,68,7,66,79,40,33,46,54,61,3,13,58,49,42,44,1,55,72,34,67,62,75,9,74,37,65,5,5,77,82,5,5,43,73,27,52,71,29,39,38,53,41,18,69,50,45,63,24,32,64,20,59,25,28,2,16,78,8,36,14,23,6,56,60,30,48,10,21,5,5,5,5,5,5,22,15,47,17,35,81,70,26,51,31,68,7,66,57,40,33,46,54,61,76,13,83,49,42,44,1,55,72,34,67,62,75,9,74,37,65,5,5,4,11,5,5,43,73,27,52,71,29,39,38,53,41,18,69,84,45,63,24,32,64,20,59,25,28,2,16,19,8,80,14,23,6,56,60,30,48,10,21,5,5,5,5,5,5
0.86688,0.86688,60,42,37,83,76,75,23,39,30,54,34,69,41,1,22,38,64,40,78,46,33,45,81,73,31,25,74,26,27,24,32,20,19,21,79,70,84,84,15,17,84,84,53,36,35,59,44,72,43,51,52,47,56,62,61,57,58,7,28,29,80,49,50,48,63,77,13,3,5,11,9,82,67,55,68,71,66,65,84,84,84,84,84,84,60,42,37,83,76,75,23,39,30,54,34,69,41,2,22,38,64,40,78,46,33,45,81,73,31,25,74,26,27,24,32,20,19,21,79,70,84,84,16,18,84,84,53,36,35,59,44,72,43,51,52,47,56,62,61,57,58,8,28,29,80,49,50,48,63,77,14,4,6,12,10,82,67,55,68,71,66,65,84,84,84,84,84,84
